pm25_t-5,pm10_t-5,co2_t-5,nox_t-5,sox_t-5,nhx_t-5,pm25_t-4,pm10_t-4,co2_t-4,nox_t-4,sox_t-4,nhx_t-4,pm25_t-3,pm10_t-3,co2_t-3,nox_t-3,sox_t-3,nhx_t-3,pm25_t-2,pm10_t-2,co2_t-2,nox_t-2,sox_t-2,nhx_t-2,pm25_t-1,pm10_t-1,co2_t-1,nox_t-1,sox_t-1,nhx_t-1,pm25,pm10,co2,nox,sox,nhx
10.993428306022466,21.07336208104485,384.05572341205635,11.513977233290703,5.938283805975997,3.399355436586002,10.075230191627481,22.18486614191877,396.5188125845326,8.507428145614599,4.659834668767552,3.040211572360005,11.998894664141083,24.25417885515397,405.0775626253225,12.442729428151019,5.447879570910833,2.2907861488146466,14.1013360947256,24.668943844546924,408.0074943798585,13.766552099519451,5.065362902249732,1.6997968906361347,10.938728426432725,17.87704214738501,405.54959654148894,12.233904982326798,5.269021360507383,3.1605348714025343,11.290520055950886,19.69908769432498,418.7913133938267,15.512385594965378,5.570224861455984,2.9713748326579306
10.075230191627481,22.18486614191877,396.5188125845326,8.507428145614599,4.659834668767552,3.040211572360005,11.998894664141083,24.25417885515397,405.0775626253225,12.442729428151019,5.447879570910833,2.2907861488146466,14.1013360947256,24.668943844546924,408.0074943798585,13.766552099519451,5.065362902249732,1.6997968906361347,10.938728426432725,17.87704214738501,405.54959654148894,12.233904982326798,5.269021360507383,3.1605348714025343,11.290520055950886,19.69908769432498,418.7913133938267,15.512385594965378,5.570224861455984,2.9713748326579306,15.268978394833878,24.5601811785104,404.39917259059615,10.56297436561195,6.2774101535432605,3.5886605567111496
11.998894664141083,24.25417885515397,405.0775626253225,12.442729428151019,5.447879570910833,2.2907861488146466,14.1013360947256,24.668943844546924,408.0074943798585,13.766552099519451,5.065362902249732,1.6997968906361347,10.938728426432725,17.87704214738501,405.54959654148894,12.233904982326798,5.269021360507383,3.1605348714025343,11.290520055950886,19.69908769432498,418.7913133938267,15.512385594965378,5.570224861455984,2.9713748326579306,15.268978394833878,24.5601811785104,404.39917259059615,10.56297436561195,6.2774101535432605,3.5886605567111496,13.997181016094762,25.05894579243512,416.16414484827953,9.973002151166112,5.752407157230995,3.4442170278126225
14.1013360947256,24.668943844546924,408.0074943798585,13.766552099519451,5.065362902249732,1.6997968906361347,10.938728426432725,17.87704214738501,405.54959654148894,12.233904982326798,5.269021360507383,3.1605348714025343,11.290520055950886,19.69908769432498,418.7913133938267,15.512385594965378,5.570224861455984,2.9713748326579306,15.268978394833878,24.5601811785104,404.39917259059615,10.56297436561195,6.2774101535432605,3.5886605567111496,13.997181016094762,25.05894579243512,416.16414484827953,9.973002151166112,5.752407157230995,3.4442170278126225,11.875121579888889,25.565243561430705,421.3034588296818,9.256629853950237,7.662791301452918,3.9741758308972246
10.938728426432725,17.87704214738501,405.54959654148894,12.233904982326798,5.269021360507383,3.1605348714025343,11.290520055950886,19.69908769432498,418.7913133938267,15.512385594965378,5.570224861455984,2.9713748326579306,15.268978394833878,24.5601811785104,404.39917259059615,10.56297436561195,6.2774101535432605,3.5886605567111496,13.997181016094762,25.05894579243512,416.16414484827953,9.973002151166112,5.752407157230995,3.4442170278126225,11.875121579888889,25.565243561430705,421.3034588296818,9.256629853950237,7.662791301452918,3.9741758308972246,14.250949232900574,36.080807537290795,427.75745366722066,16.15791776870701,5.688307270644818,2.504965793464558
11.290520055950886,19.69908769432498,418.7913133938267,15.512385594965378,5.570224861455984,2.9713748326579306,15.268978394833878,24.5601811785104,404.39917259059615,10.56297436561195,6.2774101535432605,3.5886605567111496,13.997181016094762,25.05894579243512,416.16414484827953,9.973002151166112,5.752407157230995,3.4442170278126225,11.875121579888889,25.565243561430705,421.3034588296818,9.256629853950237,7.662791301452918,3.9741758308972246,14.250949232900574,36.080807537290795,427.75745366722066,16.15791776870701,5.688307270644818,2.504965793464558,12.590752554073568,26.737797160220204,432.2417769215924,14.826319252406607,6.571922325687887,4.473172960106687
15.268978394833878,24.5601811785104,404.39917259059615,10.56297436561195,6.2774101535432605,3.5886605567111496,13.997181016094762,25.05894579243512,416.16414484827953,9.973002151166112,5.752407157230995,3.4442170278126225,11.875121579888889,25.565243561430705,421.3034588296818,9.256629853950237,7.662791301452918,3.9741758308972246,14.250949232900574,36.080807537290795,427.75745366722066,16.15791776870701,5.688307270644818,2.504965793464558,12.590752554073568,26.737797160220204,432.2417769215924,14.826319252406607,6.571922325687887,4.473172960106687,12.93788722652783,28.934335111496573,416.39177003639514,13.758177391847433,6.494942308559996,3.4689563886119976
13.997181016094762,25.05894579243512,416.16414484827953,9.973002151166112,5.752407157230995,3.4442170278126225,11.875121579888889,25.565243561430705,421.3034588296818,9.256629853950237,7.662791301452918,3.9741758308972246,14.250949232900574,36.080807537290795,427.75745366722066,16.15791776870701,5.688307270644818,2.504965793464558,12.590752554073568,26.737797160220204,432.2417769215924,14.826319252406607,6.571922325687887,4.473172960106687,12.93788722652783,28.934335111496573,416.39177003639514,13.758177391847433,6.494942308559996,3.4689563886119976,14.70503007077026,28.892156044248452,414.809612061488,14.781042780277831,8.557530648172829,5.4621955459921
11.875121579888889,25.565243561430705,421.3034588296818,9.256629853950237,7.662791301452918,3.9741758308972246,14.250949232900574,36.080807537290795,427.75745366722066,16.15791776870701,5.688307270644818,2.504965793464558,12.590752554073568,26.737797160220204,432.2417769215924,14.826319252406607,6.571922325687887,4.473172960106687,12.93788722652783,28.934335111496573,416.39177003639514,13.758177391847433,6.494942308559996,3.4689563886119976,14.70503007077026,28.892156044248452,414.809612061488,14.781042780277831,8.557530648172829,5.4621955459921,10.746303832292444,28.486837070500307,445.4400848018997,12.321886227011287,7.482986937315595,2.8133247447245022
14.250949232900574,36.080807537290795,427.75745366722066,16.15791776870701,5.688307270644818,2.504965793464558,12.590752554073568,26.737797160220204,432.2417769215924,14.826319252406607,6.571922325687887,4.473172960106687,12.93788722652783,28.934335111496573,416.39177003639514,13.758177391847433,6.494942308559996,3.4689563886119976,14.70503007077026,28.892156044248452,414.809612061488,14.781042780277831,8.557530648172829,5.4621955459921,10.746303832292444,28.486837070500307,445.4400848018997,12.321886227011287,7.482986937315595,2.8133247447245022,11.474787450551826,26.089368145475948,438.49901951678083,19.816127074811543,8.49415609725758,5.354054255426556
