timestamp,temperature,humidity,wind_speed,rainfall,traffic_index,pm25,pm10,co2,nox,sox,nhx
2025-01-01 00:00:00,27.496714153011233,67.13082221667501,6.139651674215896,0.0,45.16192259342467,25.0,40.0,500.0,20.0,8.0,5.0
2025-01-01 01:00:00,27.8970118792389,67.12506214226133,6.127846149345038,0.0,48.46246319446291,34.04708120454687,40.19620961446614,507.61679029877865,24.578029890146237,8.970448681708602,6.730698804176907
2025-01-01 02:00:00,29.64768853810069,74.03128545687721,6.93886144512322,0.0,44.13944371697264,41.71960235132123,41.98142116777829,517.8726753713971,25.686557990312,11.113167708054084,9.76280970242447
2025-01-01 03:00:00,31.351456981154218,66.52088287194907,5.344362749212129,7.340106654222918,44.887024222776525,44.93851516041461,37.45836897537448,523.3826255771161,29.771615653680914,13.65825984696551,10.873955556632255
2025-01-01 04:00:00,30.229948240414416,69.76243141226286,4.506993864732072,0.0,35.166926044538435,49.19794152947909,37.13624109545983,524.2077599411367,30.071143578720537,12.265853944824768,13.327368294574109
2025-01-01 05:00:00,30.629566348207096,64.72364877643166,6.469691946178655,0.0,35.03165822826031,55.132845436671666,34.296479816742995,510.40774935748107,30.495704184957535,12.688868377555043,15.062204777791054
2025-01-01 06:00:00,32.57921281550739,63.19707090892918,6.655993121390054,0.0,39.748597656510604,57.44144235165293,32.211164561051156,500.76135553041973,33.042876411820366,13.967030679017455,16.493007545614763
2025-01-01 07:00:00,31.631138034309185,69.54104400030248,7.925885892240735,0.0,33.280224485210205,56.00852045081196,36.1051417181013,479.2368284535456,33.813552502461896,12.665590712245457,17.10094292293844
2025-01-01 08:00:00,29.994627229202802,63.555569581983164,5.227017728004623,0.0,41.50405877104255,62.57691898499318,39.90024835100269,482.62703968363894,34.5727960716384,13.90923787868366,17.970650458977193
2025-01-01 09:00:00,30.370987168332157,66.05756896161846,7.712675978795179,0.0,46.51564594604917,67.15054745345347,38.95035057240056,479.8614630199372,36.40014730225628,14.715658305214257,17.92761448583731
2025-01-01 10:00:00,28.536582307187537,68.87281638746666,8.985448352777016,0.0,56.8965601497554,70.52666820842337,40.3734379569901,508.32081604635823,37.706588206018935,16.763947689463585,18.02356403395756
2025-01-01 11:00:00,27.569546426839825,69.8784806640483,6.299710952968106,0.0,52.84720317760926,72.49855221531624,42.24270645661272,545.3401232488937,41.46532017663914,18.97811965956798,19.52249197873791
2025-01-01 12:00:00,27.241962271566035,69.26915032769871,5.445306885876132,22.126356175885686,56.76317540592824,75.48641953646941,39.458729424941204,581.3100796644566,45.99089062999834,21.285585258904216,19.174587013261398
2025-01-01 13:00:00,24.05144357493212,73.54630448334207,6.38732141489619,0.0,62.014975315132645,79.63562414475489,42.64394124828118,609.2272380968298,48.82316785266153,23.148985080357495,20.757088577965796
2025-01-01 14:00:00,23.275082167486968,75.05850153346387,6.865563550501527,0.0,53.50285597463209,81.45352554540084,43.837482182341574,623.0028144786569,49.90741093692706,22.48766364301554,21.10638654659465
2025-01-01 15:00:00,23.60928534601284,74.91648435956772,7.471768874486008,0.0,59.06686549799346,85.94729497788313,50.96289883630207,628.7607578053361,50.16983385046561,23.63904464265697,20.648455250144917
2025-01-01 16:00:00,22.52306726452782,70.62413476237427,6.372112618365383,11.966348275356628,72.91133420648137,85.68311466496854,47.756917280728295,676.4580549179287,53.3425257102743,27.027596438290118,20.68184651544253
2025-01-01 17:00:00,23.450544027438998,71.9870994842624,8.573281365648084,0.0,60.54572230948923,86.20414931795813,46.508729212394165,688.7741791213817,54.78984120787093,27.841451747343356,20.79065286757418
2025-01-01 18:00:00,22.09197592447879,77.51070784604778,5.957121274949931,0.0,65.93491554801187,92.80181183762953,52.18998723537527,706.4116312446519,56.6437531174211,28.93099674034003,21.139139703826658
2025-01-01 19:00:00,21.723992993508435,76.90474716791486,5.384961603531461,0.0,63.87735596445377,97.20139747480229,56.48364630049717,726.4761199354218,61.86410441397197,29.830558912442054,22.31580504021064
2025-01-01 20:00:00,25.0015471537838,67.48018392252978,8.282280928872265,0.0,49.75666962396073,95.90302684613275,54.40313813568518,722.7333007253926,60.98238457019875,29.433389096810945,21.86278309769605
2025-01-01 21:00:00,23.94579657476727,73.4978024412428,4.951193076099754,0.0,56.30113372655883,95.48213201934192,58.709155932652024,738.9816389269945,63.20997165234197,29.9198103471759,22.641868068830426
2025-01-01 22:00:00,25.067528204687925,65.61130168812522,7.070718210624664,0.0,52.760355246019586,96.55962559471398,60.80470096602163,731.0447667893251,61.3899205256226,29.429776867194807,22.517460888140796
2025-01-01 23:00:00,24.539975633376457,72.10882419947995,10.44030485985535,0.0,50.81618170794202,93.53820999456255,52.185395906259224,745.5373771871333,59.8522105309592,28.83155468818802,23.367557460275204
2025-01-02 00:00:00,26.45561727547482,76.12880722985808,7.357050658897446,2.0263568644498946,42.59240454948197,86.94271559105702,48.21440436892298,729.4555744062943,57.91212242738525,27.774873796996555,24.230323052793256
2025-01-02 01:00:00,28.14619877011995,66.23936283209709,6.293445911676845,0.0,38.22280636055659,86.95513676152072,49.45358745916582,714.2909758487295,54.181910091592755,25.288712016198065,23.143038874863308
2025-01-02 02:00:00,27.8490064225777,66.8178257254631,7.40053979105603,0.0,39.293806080788364,85.81434157181927,47.324243690706986,698.4983587066891,52.254789686677526,25.91771138860057,22.60102253441873
